LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,LogType,AdditionalInformation,timestamp,input,tokens,Hour,Token_Count
938,2015-10-18,"18:06:05,934",ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,error in contacting rm.,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:05.934,"{""Timestamp"": ""2015-10-18T18:06:05.934000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""ERROR IN CONTACTING RM."", ""EventId"": ""E38"", ""EventTemplate"": ""error in contacting rm.""}","['error', 'in', 'contact', '##ing', 'rm', '.']",18,6
939,2015-10-18,"18:06:06,169",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 2 on 62270,2015-10-18 18:06:06.169,"{""Timestamp"": ""2015-10-18T18:06:06.169000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
940,2015-10-18,"18:06:06,294",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 18 on 62270,2015-10-18 18:06:06.294,"{""Timestamp"": ""2015-10-18T18:06:06.294000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
941,2015-10-18,"18:06:06,841",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:06.841,"{""Timestamp"": ""2015-10-18T18:06:06.841000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
942,2015-10-18,"18:06:06,841",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 69 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:06.841,"{""Timestamp"": ""2015-10-18T18:06:06.841000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 69 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
943,2015-10-18,"18:06:06,935",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:06.935,"{""Timestamp"": ""2015-10-18T18:06:06.935000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
944,2015-10-18,"18:06:07,888",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:07.888,"{""Timestamp"": ""2015-10-18T18:06:07.888000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
945,2015-10-18,"18:06:07,888",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 70 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:07.888,"{""Timestamp"": ""2015-10-18T18:06:07.888000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 70 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
946,2015-10-18,"18:06:07,950",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:07.950,"{""Timestamp"": ""2015-10-18T18:06:07.950000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"", ""EventId"": ""E91"", ""EventTemplate"": ""retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)""}","['re', '##try', '##ing', 'connect', 'to', 'server', ':', '<var>', ':', '<var>', '.', 'already', 'tried', '<var>', 'time', '(', 's', ')', ';', 're', '##try', 'policy', 'is', 're', '##try', '##upt', '##oma', '##xi', '##mum', '##co', '##unt', '##with', '##fixed', '##sle', '##ep', '(', 'max', '##ret', '##ries', '=', '<var>', ',', 'sleep', '##time', '=', '<var>', 'mill', '##ise', '##con', '##ds', ')']",18,51
947,2015-10-18,"18:06:07,950",ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,error in contacting rm.,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:07.950,"{""Timestamp"": ""2015-10-18T18:06:07.950000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""ERROR IN CONTACTING RM."", ""EventId"": ""E38"", ""EventTemplate"": ""error in contacting rm.""}","['error', 'in', 'contact', '##ing', 'rm', '.']",18,6
948,2015-10-18,"18:06:08,903",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:08.903,"{""Timestamp"": ""2015-10-18T18:06:08.903000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
949,2015-10-18,"18:06:08,903",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 71 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:08.903,"{""Timestamp"": ""2015-10-18T18:06:08.903000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 71 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
950,2015-10-18,"18:06:08,950",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:08.950,"{""Timestamp"": ""2015-10-18T18:06:08.950000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
951,2015-10-18,"18:06:09,325",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 18 on 62270,2015-10-18 18:06:09.325,"{""Timestamp"": ""2015-10-18T18:06:09.325000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
952,2015-10-18,"18:06:09,528",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 22 on 62270,2015-10-18 18:06:09.528,"{""Timestamp"": ""2015-10-18T18:06:09.528000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
953,2015-10-18,"18:06:09,919",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:09.919,"{""Timestamp"": ""2015-10-18T18:06:09.919000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
954,2015-10-18,"18:06:09,919",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 72 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:09.919,"{""Timestamp"": ""2015-10-18T18:06:09.919000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 72 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
955,2015-10-18,"18:06:09,966",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:09.966,"{""Timestamp"": ""2015-10-18T18:06:09.966000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"", ""EventId"": ""E91"", ""EventTemplate"": ""retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)""}","['re', '##try', '##ing', 'connect', 'to', 'server', ':', '<var>', ':', '<var>', '.', 'already', 'tried', '<var>', 'time', '(', 's', ')', ';', 're', '##try', 'policy', 'is', 're', '##try', '##upt', '##oma', '##xi', '##mum', '##co', '##unt', '##with', '##fixed', '##sle', '##ep', '(', 'max', '##ret', '##ries', '=', '<var>', ',', 'sleep', '##time', '=', '<var>', 'mill', '##ise', '##con', '##ds', ')']",18,51
956,2015-10-18,"18:06:09,966",ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,error in contacting rm.,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:09.966,"{""Timestamp"": ""2015-10-18T18:06:09.966000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""ERROR IN CONTACTING RM."", ""EventId"": ""E38"", ""EventTemplate"": ""error in contacting rm.""}","['error', 'in', 'contact', '##ing', 'rm', '.']",18,6
957,2015-10-18,"18:06:10,919",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:10.919,"{""Timestamp"": ""2015-10-18T18:06:10.919000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
958,2015-10-18,"18:06:10,919",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 73 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:10.919,"{""Timestamp"": ""2015-10-18T18:06:10.919000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 73 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
959,2015-10-18,"18:06:10,982",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:10.982,"{""Timestamp"": ""2015-10-18T18:06:10.982000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:8030 New: msra-sa-41:8030"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
960,2015-10-18,"18:06:11,935",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:11.935,"{""Timestamp"": ""2015-10-18T18:06:11.935000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
961,2015-10-18,"18:06:11,935",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 74 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:11.935,"{""Timestamp"": ""2015-10-18T18:06:11.935000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 74 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
962,2015-10-18,"18:06:11,997",INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",E91,"retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:11.997,"{""Timestamp"": ""2015-10-18T18:06:11.997000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)"", ""EventId"": ""E91"", ""EventTemplate"": ""retrying connect to server: <var>:<var>. already tried <var> time(s); retry policy is retryuptomaximumcountwithfixedsleep(maxretries=<var>, sleeptime=<var> milliseconds)""}","['re', '##try', '##ing', 'connect', 'to', 'server', ':', '<var>', ':', '<var>', '.', 'already', 'tried', '<var>', 'time', '(', 's', ')', ';', 're', '##try', 'policy', 'is', 're', '##try', '##upt', '##oma', '##xi', '##mum', '##co', '##unt', '##with', '##fixed', '##sle', '##ep', '(', 'max', '##ret', '##ries', '=', '<var>', ',', 'sleep', '##time', '=', '<var>', 'mill', '##ise', '##con', '##ds', ')']",18,51
963,2015-10-18,"18:06:11,997",ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,E38,error in contacting rm.,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:06:11.997,"{""Timestamp"": ""2015-10-18T18:06:11.997000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""ERROR IN CONTACTING RM."", ""EventId"": ""E38"", ""EventTemplate"": ""error in contacting rm.""}","['error', 'in', 'contact', '##ing', 'rm', '.']",18,6
964,2015-10-18,"18:06:12,466",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 9 on 62270,2015-10-18 18:06:12.466,"{""Timestamp"": ""2015-10-18T18:06:12.466000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
965,2015-10-18,"18:06:12,654",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,E80,progress of taskattempt attempt_<var> is : <var>.<var>,hadoop,Process: IPC Server handler 20 on 62270,2015-10-18 18:06:12.654,"{""Timestamp"": ""2015-10-18T18:06:12.654000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424"", ""EventId"": ""E80"", ""EventTemplate"": ""progress of taskattempt attempt_<var> is : <var>.<var>""}","['progress', 'of', 'task', '##att', '##em', '##pt', 'attempt', '_', '<var>', 'is', ':', '<var>', '.', '<var>']",18,14
966,2015-10-18,"18:06:12,951",WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,E10,address change detected. old: <var>/<var>:<var> new: <var>:<var>,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:12.951,"{""Timestamp"": ""2015-10-18T18:06:12.951000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Client"", ""Content"": ""Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000"", ""EventId"": ""E10"", ""EventTemplate"": ""address change detected. old: <var>/<var>:<var> new: <var>:<var>""}","['address', 'change', 'detected', '.', 'old', ':', '<var>', '/', '<var>', ':', '<var>', 'new', ':', '<var>', ':', '<var>']",18,16
967,2015-10-18,"18:06:12,951",WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 75 seconds.  Will retry shortly ...,E44,failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...,hadoop,Process: LeaseRenewer:msrabi@msra-sa-41:9000,2015-10-18 18:06:12.951,"{""Timestamp"": ""2015-10-18T18:06:12.951000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.hdfs.LeaseRenewer"", ""Content"": ""Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 75 seconds.  Will retry shortly ..."", ""EventId"": ""E44"", ""EventTemplate"": ""failed to renew lease for [dfsclient_nonmapreduce_<var>_<var>] for <var> seconds.  will retry shortly ...""}","['failed', 'to', 'renew', 'lease', 'for', '[', 'd', '##fs', '##cl', '##ient', '_', 'non', '##ma', '##pre', '##du', '##ce', '_', '<var>', '_', '<var>', ']', 'for', '<var>', 'seconds', '.', 'will', 're', '##try', 'shortly', '.', '.', '.']",18,32
